π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8)))))))))))))))),62
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8))))))))))))))))),63
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3)))))))))))))))))),14
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S6)))))))))))))))))),53
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))),15
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S6))))))))))))))))))),54
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S10)))))))))))))))))))),77
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S5)))))))))))))))))))),42
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8))))))))))))))))))))),64
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S10)))))))))))))))))))))),78
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S5)))))))))))))))))))))),43
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S10))))))))))))))))))))))),79
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))))))),16
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S5))))))))))))))))))))))),44
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8))))))))))))))))))))))),65
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3)))))))))))))))))))))))),17
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8)))))))))))))))))))))))),66
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8))))))))))))))))))))))))),67
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))))))))))),18
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3)))))))))))))))))))))))))))),19
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8)))))))))))))))))))))))))))),68
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S8))))))))))))))))))))))))))))),69
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))))))))))))))))))),20
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3)))))))))))))))))))))))))))))))))))),21
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))))))))))))))))))))),22
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3)))))))))))))))))))))))))))))))))))))),23
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))))))))))))))))))))))))),24
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3)))))))))))))))))))))))))))))))))))))))))),25
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))))))))))))))))))))))))))))),26
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3)))))))))))))))))))))))))))))))))))))))))))))),27
π1(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(π2(S3))))))))))))))))))))))))))))))))))))))))))))))),28
ロシア/ろしあ,81
太郎/たろう;太郎/たろう,82
次郎/じろう,84
